week,team,opponent,home_or_away_sch,date_sch,time_sch,vistm,hometm,date,time,home_or_away,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,rating_gap,injury_adjustment,future_scarcity_bonus,moneyline,opp_moneyline,implied_wp,spread,consensus_spread,circa_spread,circa_spread_price,is_thanksgiving,is_black_friday,is_christmas,plays_both_tg_xmas,team_dvoa,opp_dvoa,team_off_dvoa,opp_off_dvoa,team_def_dvoa,opp_def_dvoa,rest_days,reserved,expected_avail,preferred,must_use,save_for_later,notes,spot_quality,team_total_dvoa,opp_total_dvoa
3,LAC,DEN,Home,2025-09-21 00:00:00,4:05 PM,DEN,LAC,,,Home,0.448558885283451,,,,,,,114.0,-135.0,0.448558885283451,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,SEA,NO,Home,2025-09-21 00:00:00,4:05 PM,NO,SEA,,,Home,0.705033164260632,,,,,,,-278.0,225.0,0.705033164260632,-6.5,-6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,CHI,DAL,Home,2025-09-21 00:00:00,4:25 PM,DAL,CHI,,,Home,0.5996387718242023,,,,,,,-166.0,140.0,0.5996387718242023,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,SF,ARI,Home,2025-09-21 00:00:00,4:25 PM,ARI,SF,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,NYG,KC,Home,2025-09-21 00:00:00,8:20 PM,KC,NYG,,,Home,0.2864487697392581,,,,,,,235.0,-290.0,0.2864487697392581,6.5,6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
3,BAL,DET,Home,2025-09-22 00:00:00,8:15 PM,DET,BAL,,,Home,0.6309403437815976,,,,,,,-192.0,160.0,0.6309403437815976,-3.5,-3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,ARI,SEA,Home,2025-09-25 00:00:00,8:15 PM,SEA,ARI,,,Home,0.4739134147382802,,,,,,,102.0,-122.0,0.4739134147382802,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,PIT,MIN,Home,2025-09-28 00:00:00,9:30 AM,MIN,PIT,,,Home,0.4721030042918455,,,,,,,105.0,-120.0,0.4721030042918455,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,ATL,WSH,Home,2025-09-28 00:00:00,1:00 PM,WSH,ATL,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,,,,,,,,,
4,BUF,NO,Home,2025-09-28 00:00:00,1:00 PM,NO,BUF,,,Home,0.8370993168681029,,,,,,,-675.0,490.0,0.8370993168681029,-12.5,-12.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,DET,CLE,Home,2025-09-28 00:00:00,1:00 PM,CLE,DET,,,Home,0.8042929292929294,,,,,,,-520.0,390.0,0.8042929292929294,-10.5,-10.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
4,HOU,TEN,Home,2025-09-28 00:00:00,1:00 PM,TEN,HOU,,,Home,0.593369754159424,,,,,,,-162.0,136.0,0.593369754159424,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,NE,CAR,Home,2025-09-28 00:00:00,1:00 PM,CAR,NE,,,Home,0.6224665518611737,,,,,,,-185.0,154.0,0.6224665518611737,-3.5,-3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,NYG,LAC,Home,2025-09-28 00:00:00,1:00 PM,LAC,NYG,,,Home,0.3775334481388264,,,,,,,154.0,-185.0,0.3775334481388264,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,TB,PHI,Home,2025-09-28 00:00:00,1:00 PM,PHI,TB,,,Home,0.4365079365079364,,,,,,,120.0,-142.0,0.4365079365079364,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,LAR,IND,Home,2025-09-28 00:00:00,4:05 PM,IND,LAR,,,Home,0.7220792588780237,,,,,,,-305.0,245.0,0.7220792588780237,-6.5,-6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,SF,JAX,Home,2025-09-28 00:00:00,4:05 PM,JAX,SF,,,Home,0.6750312469954812,,,,,,,-238.0,195.0,0.6750312469954812,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,KC,BAL,Home,2025-09-28 00:00:00,4:25 PM,BAL,KC,,,Home,0.5278969957081545,,,,,,,-120.0,105.0,0.5278969957081545,-1.5,-1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
4,LV,CHI,Home,2025-09-28 00:00:00,4:25 PM,CHI,LV,,,Home,0.4739134147382802,,,,,,,102.0,-122.0,0.4739134147382802,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,DAL,GB,Home,2025-09-28 00:00:00,8:20 PM,GB,DAL,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
4,MIA,NYJ,Home,2025-09-29 00:00:00,7:15 PM,NYJ,MIA,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
4,DEN,CIN,Home,2025-09-29 00:00:00,8:15 PM,CIN,DEN,,,Home,0.5634920634920635,,,,,,,-142.0,120.0,0.5634920634920635,-2.5,-2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,LAR,SF,Home,2025-10-02 00:00:00,8:15 PM,SF,LAR,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,CLE,MIN,Home,2025-10-05 00:00:00,9:30 AM,MIN,CLE,,,Home,0.261136712749616,,,,,,,270.0,-325.0,0.261136712749616,6.75,6.75,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,CAR,MIA,Home,2025-10-05 00:00:00,1:00 PM,MIA,CAR,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,IND,LV,Home,2025-10-05 00:00:00,1:00 PM,LV,IND,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,NO,NYG,Home,2025-10-05 00:00:00,1:00 PM,NYG,NO,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,NYJ,DAL,Home,2025-10-05 00:00:00,1:00 PM,DAL,NYJ,,,Home,0.448558885283451,,,,,,,114.0,-135.0,0.448558885283451,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,PHI,DEN,Home,2025-10-05 00:00:00,1:00 PM,DEN,PHI,,,Home,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,BAL,HOU,Home,2025-10-05 00:00:00,1:00 PM,HOU,BAL,,,Home,0.7508125677139762,,,,,,,-360.0,285.0,0.7508125677139762,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,ARI,TEN,Home,2025-10-05 00:00:00,4:05 PM,TEN,ARI,,,Home,0.6750312469954812,,,,,,,-238.0,195.0,0.6750312469954812,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,SEA,TB,Home,2025-10-05 00:00:00,4:05 PM,TB,SEA,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,CIN,DET,Home,2025-10-05 00:00:00,4:25 PM,DET,CIN,,,Home,0.4739134147382802,,,,,,,102.0,-122.0,0.4739134147382802,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,LAC,WSH,Home,2025-10-05 00:00:00,4:25 PM,WSH,LAC,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,,,,,,,,,
5,BUF,NE,Home,2025-10-05 00:00:00,8:20 PM,NE,BUF,,,Home,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
5,JAX,KC,Home,2025-10-06 00:00:00,8:15 PM,KC,JAX,,,Home,0.355270821199767,,,,,,,170.0,-205.0,0.355270821199767,4.5,4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,NYG,PHI,Home,2025-10-09 00:00:00,8:15 PM,PHI,NYG,,,Home,0.1918429003021148,,,,,,,400.0,-535.0,0.1918429003021148,10.5,10.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,NYJ,DEN,Home,2025-10-12 00:00:00,9:30 AM,DEN,NYJ,,,Home,0.2701280477109278,,,,,,,265.0,-285.0,0.2701280477109278,6.5,6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,CAR,DAL,Home,2025-10-12 00:00:00,1:00 PM,DAL,CAR,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,IND,ARI,Home,2025-10-12 00:00:00,1:00 PM,ARI,IND,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,JAX,SEA,Home,2025-10-12 00:00:00,1:00 PM,SEA,JAX,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,MIA,LAC,Home,2025-10-12 00:00:00,1:00 PM,LAC,MIA,,,Home,0.4365079365079364,,,,,,,120.0,-142.0,0.4365079365079364,2.5,2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,PIT,CLE,Home,2025-10-12 00:00:00,1:00 PM,CLE,PIT,,,Home,0.551441114716549,,,,,,,-135.0,114.0,0.551441114716549,-2.5,-2.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,BAL,LAR,Home,2025-10-12 00:00:00,1:00 PM,LAR,BAL,,,Home,0.6805555555555556,,,,,,,-245.0,200.0,0.6805555555555556,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,TB,SF,Home,2025-10-12 00:00:00,1:00 PM,SF,TB,,,Home,0.5427435387673957,,,,,,,-130.0,110.0,0.5427435387673957,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,LV,TEN,Home,2025-10-12 00:00:00,4:05 PM,TEN,LV,,,Home,0.6092362344582594,,,,,,,-175.0,145.0,0.6092362344582594,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,GB,CIN,Home,2025-10-12 00:00:00,4:25 PM,CIN,GB,,,Home,0.593369754159424,,,,,,,-162.0,136.0,0.593369754159424,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,NO,NE,Home,2025-10-12 00:00:00,4:25 PM,NE,NO,,,Home,0.4003612281757977,,,,,,,140.0,-166.0,0.4003612281757977,3.0,3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,KC,DET,Home,2025-10-12 00:00:00,8:20 PM,DET,KC,,,Home,0.5829926410466066,,,,,,,-155.0,130.0,0.5829926410466066,-2.75,-2.75,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
6,ATL,BUF,Home,2025-10-13 00:00:00,7:15 PM,BUF,ATL,,,Home,0.3249687530045188,,,,,,,195.0,-238.0,0.3249687530045188,5.5,5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
6,WSH,CHI,Home,2025-10-13 00:00:00,8:15 PM,CHI,WSH,,,Home,0.5,,,,,,,,,,,,,,0,0,0,0,,,,,,,6,,,,,,,,,
7,CIN,PIT,Home,2025-10-16 00:00:00,8:15 PM,PIT,CIN,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,JAX,LAR,Home,2025-10-19 00:00:00,9:30 AM,LAR,JAX,,,Home,0.3650102459016394,,,,,,,168.0,-185.0,0.3650102459016394,3.5,3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,CHI,NO,Home,2025-10-19 00:00:00,1:00 PM,NO,CHI,,,Home,0.7440690150970525,,,,,,,-345.0,275.0,0.7440690150970525,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,CLE,MIA,Home,2025-10-19 00:00:00,1:00 PM,MIA,CLE,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,KC,LV,Home,2025-10-19 00:00:00,1:00 PM,LV,KC,,,Home,0.690792883054068,,,,,,,-258.0,210.0,0.690792883054068,-6.0,-6.0,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
7,MIN,PHI,Home,2025-10-19 00:00:00,1:00 PM,PHI,MIN,,,Home,0.4003612281757977,,,,,,,140.0,-166.0,0.4003612281757977,3.0,3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,NYJ,CAR,Home,2025-10-19 00:00:00,1:00 PM,CAR,NYJ,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,TEN,NE,Home,2025-10-19 00:00:00,1:00 PM,NE,TEN,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,DEN,NYG,Home,2025-10-19 00:00:00,4:05 PM,NYG,DEN,,,Home,0.7477827050997783,,,,,,,-355.0,280.0,0.7477827050997783,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,LAC,IND,Home,2025-10-19 00:00:00,4:05 PM,IND,LAC,,,Home,0.690792883054068,,,,,,,-258.0,210.0,0.690792883054068,-6.0,-6.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,ARI,GB,Home,2025-10-19 00:00:00,4:25 PM,GB,ARI,,,Home,0.4739134147382802,,,,,,,102.0,-122.0,0.4739134147382802,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,DAL,WSH,Home,2025-10-19 00:00:00,4:25 PM,WSH,DAL,,,Home,0.5,,,,,,,,,,,,,,0,0,0,1,,,,,,,6,,,,,,,,,
7,SF,ATL,Home,2025-10-19 00:00:00,8:20 PM,ATL,SF,,,Home,0.7095435684647302,,,,,,,-285.0,230.0,0.7095435684647302,-6.5,-6.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
7,DET,TB,Home,2025-10-20 00:00:00,7:00 PM,TB,DET,,,Home,0.6369041816941223,,,,,,,-198.0,164.0,0.6369041816941223,-3.5,-3.5,,,0,0,0,1,,,,,,,6,False,True,False,False,False,,,,
7,SEA,HOU,Home,2025-10-20 00:00:00,10:00 PM,HOU,SEA,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,LAC,MIN,Home,2025-10-23 00:00:00,8:15 PM,MIN,LAC,,,Home,0.5829926410466066,,,,,,,-155.0,130.0,0.5829926410466066,-3.0,-3.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,ATL,MIA,Home,2025-10-26 00:00:00,1:00 PM,MIA,ATL,,,Home,0.5324675324675325,,,,,,,-125.0,105.0,0.5324675324675325,-1.5,-1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,CAR,BUF,Home,2025-10-26 00:00:00,1:00 PM,BUF,CAR,,,Home,0.2664576802507837,,,,,,,260.0,-325.0,0.2664576802507837,7.0,7.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,CIN,NYJ,Home,2025-10-26 00:00:00,1:00 PM,NYJ,CIN,,,Home,0.7477827050997783,,,,,,,-355.0,280.0,0.7477827050997783,-7.5,-7.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,HOU,SF,Home,2025-10-26 00:00:00,1:00 PM,SF,HOU,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,NE,CLE,Home,2025-10-26 00:00:00,1:00 PM,CLE,NE,,,Home,0.6750312469954812,,,,,,,-238.0,195.0,0.6750312469954812,-5.5,-5.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,PHI,NYG,Home,2025-10-26 00:00:00,1:00 PM,NYG,PHI,,,Home,0.8081570996978852,,,,,,,-535.0,400.0,0.8081570996978852,-10.5,-10.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,BAL,CHI,Home,2025-10-26 00:00:00,1:00 PM,CHI,BAL,,,Home,0.7335423197492164,,,,,,,-325.0,260.0,0.7335423197492164,-7.0,-7.0,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,NO,TB,Home,2025-10-26 00:00:00,4:05 PM,TB,NO,,,Home,0.2231668437832093,,,,,,,330.0,-425.0,0.2231668437832093,9.5,9.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,IND,TEN,Home,2025-10-26 00:00:00,4:25 PM,TEN,IND,,,Home,0.6224665518611737,,,,,,,-185.0,154.0,0.6224665518611737,-3.5,-3.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,DEN,DAL,Home,2025-10-26 00:00:00,4:25 PM,DAL,DEN,,,Home,0.6574752261956054,,,,,,,-218.0,180.0,0.6574752261956054,-4.5,-4.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,PIT,GB,Home,2025-10-26 00:00:00,8:20 PM,GB,PIT,,,Home,0.4675324675324675,,,,,,,105.0,-125.0,0.4675324675324675,1.5,1.5,,,0,0,0,0,,,,,,,6,False,True,False,False,False,,,,
8,KC,WSH,Home,2025-10-27 00:00:00,8:15 PM,WSH,KC,,,Home,0.5,,,,,,,,,,,,,,0,0,0,1,,,,,,,6,,,,,,,,,
