week,date,time,team,opponent,home_or_away,holiday_flag,rest_days,reserved,is_locked_out,expected_avail,preferred,must_use,save_for_later,notes_future,notes,spot_quality,projected_win_prob,team_tot_dvoa,opp_tot_dvoa,dvoa_gap,spot_value,spot_value_score,moneyline,spread,implied_wp,power_rating,opp_power_rating,power_gap,rest_diff,travel_miles,rating_gap,injury_adjustment,future_scarcity_bonus,team_total_dvoa,opp_total_dvoa,sv_win,sv_home,sv_rest,sv_rating,sv_dvoa,sv_injury,sv_holiday,max_future_prob,future_depth_ge55,opportunity_delta,OD_norm,FD_norm,future_scarcity_boost_raw,future_scarcity_boost,sv_scarcity
5,2025-10-05 00:00:00,4:25 PM,DET,CIN,Away,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,Low,,-122.0,,0.5260865852617197,,,,,,,0.0,,,,0.3288532149261378,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,6,-0.2454187910823663,0.0,0.0,0.0,0.0,0.0
6,2025-10-12 00:00:00,8:20 PM,DET,KC,Away,,7,False,False,True,False,False,False,,,,0.4170073589533933,,,,Low,,130.0,,0.4170073589533933,,,,,,,0.0,,,,0.17019252211402663,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,6,-0.3544980173906927,0.0,0.0,0.0,0.0,0.0
7,2025-10-20 00:00:00,7:00 PM,DET,TB,Home,,7,False,False,True,False,False,False,,,,0.6369041816941223,,,,Low,,-198.0,,0.6369041816941223,,,,,,,0.0,,,,0.49004244610054154,0.1,0.05,,0.0,0.0,0.0,0.771505376344086,5,-0.13460119464996367,0.13079761070007268,0.0,0.0784785664200436,0.06539880535003634,0.06539880535003634
9,2025-11-02 00:00:00,1:00 PM,DET,MIN,Home,,12,False,False,True,False,False,False,,,,0.5553281914056352,,,,Low,,-126.0,,0.5553281914056352,,,,,,,0.0,,,,0.37138646022637845,0.1,0.1,,0.0,0.0,0.0,0.771505376344086,4,-0.21617718493845084,0.0,0.0,0.0,0.0,0.0
10,2025-11-09 00:00:00,4:25 PM,DET,WSH,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,4,-0.271505376344086,0.0,0.0,0.0,0.0,0.0
11,2025-11-16 00:00:00,8:20 PM,DET,PHI,Away,,7,False,False,True,False,False,False,,,,0.3690596562184025,,,,Low,,160.0,,0.3690596562184025,,,,,,,0.0,,,,0.10045040904494906,0.0,0.05,,0.0,0.0,0.0,0.771505376344086,4,-0.4024457201256835,0.0,0.0,0.0,0.0,0.0
12,2025-11-23 00:00:00,1:00 PM,DET,NYG,Home,,6,False,False,True,False,False,False,,,,0.771505376344086,,,,Low,,-410.0,,0.771505376344086,,,,,,,0.0,,,,0.6858260019550342,0.1,0.03333333333333333,,0.0,0.0,0.0,0.6957699520733487,3,0.07573542427073732,0.5514708485414747,0.0,0.12,0.1,0.1
13,2025-11-27 00:00:00,1:00 PM,DET,GB,Home,Thanksgiving,4,False,False,True,False,False,False,,,,0.5829926410466066,,,,Low,,-155.0,,0.5829926410466066,,,,,,,0.0,,,,0.41162565970415516,0.1,0.0,,0.0,0.0,-0.03,0.6957699520733487,2,-0.11277731102674204,0.17444537794651593,0.33333333333333337,0.12,0.1,0.1
14,2025-12-04 00:00:00,8:15 PM,DET,DAL,Home,,7,False,False,True,False,False,False,,,,0.6957699520733487,,,,Low,,-265.0,,0.6957699520733487,,,,,,,0.0,,,,0.5756653848339618,0.1,0.05,,0.0,0.0,0.0,0.690792883054068,1,0.004977069019280633,0.4099541380385613,0.6666666666666667,0.12,0.1,0.1
15,2025-12-14 00:00:00,4:25 PM,DET,LAR,Away,,9,False,False,True,False,False,False,,,,0.5260865852617197,,,,Low,,-122.0,,0.5260865852617197,,,,,,,0.0,,,,0.3288532149261378,0.0,0.08333333333333334,,0.0,0.0,0.0,0.690792883054068,1,-0.16470629779234836,0.07058740441530331,0.6666666666666667,0.12,0.1,0.1
16,2025-12-21 00:00:00,4:25 PM,DET,PIT,Home,,7,False,False,True,False,False,False,,,,0.690792883054068,,,,Low,,-258.0,,0.690792883054068,,,,,,,0.0,,,,0.5684260117150081,0.1,0.05,,0.0,0.0,0.0,0.5,0,0.19079288305406805,0.7815857661081361,1.0,0.12,0.1,0.1
17,2025-12-25 00:00:00,4:30 PM,DET,MIN,Away,Christmas,4,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.0,,0.0,0.0,-0.03,0.5,0,0.0,0.4,1.0,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,DET,CHI,Away,,9,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.08333333333333334,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,4:25 PM,GB,DET,Home,,7,False,False,True,False,False,False,,,,0.4170073589533933,,,,Low,,130.0,,0.4170073589533933,,,,,,,0.0,,,,0.17019252211402663,0.1,0.05,,0.0,0.0,0.0,0.7508125677139762,4,-0.3338052087605829,0.0,0.0,0.0,0.0,0.0
2,2025-09-11 00:00:00,8:15 PM,GB,WSH,Home,,4,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.1,0.0,,0.0,0.0,0.0,0.7508125677139762,4,-0.2508125677139762,0.0,0.0,0.0,0.0,0.0
3,2025-09-21 00:00:00,1:00 PM,GB,CLE,Away,,9,False,False,True,False,False,False,,,,0.6957699520733487,,,,Low,,-265.0,,0.6957699520733487,,,,,,,0.0,,,,0.5756653848339618,0.0,0.08333333333333334,,0.0,0.0,0.0,0.7508125677139762,3,-0.05504261564062751,0.289914768718745,0.0,0.12,0.1,0.1
4,2025-09-28 00:00:00,8:20 PM,GB,DAL,Away,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.0,0.05,,0.0,0.0,0.0,0.7508125677139762,3,-0.21834503524644366,0.0,0.0,0.0,0.0,0.0
6,2025-10-12 00:00:00,4:25 PM,GB,CIN,Home,,13,False,False,True,False,False,False,,,,0.593369754159424,,,,Low,,-162.0,,0.593369754159424,,,,,,,0.0,,,,0.4267196424137075,0.1,0.1,,0.0,0.0,0.0,0.7508125677139762,2,-0.15744281355455225,0.08511437289089552,0.33333333333333337,0.12,0.1,0.1
7,2025-10-19 00:00:00,4:25 PM,GB,ARI,Away,,7,False,False,True,False,False,False,,,,0.5260865852617197,,,,Low,,-122.0,,0.5260865852617197,,,,,,,0.0,,,,0.3288532149261378,0.0,0.05,,0.0,0.0,0.0,0.7508125677139762,2,-0.2247259824522565,0.0,0.33333333333333337,0.12,0.1,0.1
8,2025-10-26 00:00:00,8:20 PM,GB,PIT,Away,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.0,0.05,,0.0,0.0,0.0,0.7508125677139762,2,-0.21834503524644366,0.0,0.33333333333333337,0.12,0.1,0.1
9,2025-11-02 00:00:00,1:00 PM,GB,CAR,Home,,6,False,False,True,False,False,False,,,,0.7508125677139762,,,,Low,,-360.0,,0.7508125677139762,,,,,,,0.0,,,,0.655727371220329,0.1,0.03333333333333333,,0.0,0.0,0.0,0.644729178800233,1,0.10608338891374325,0.6121667778274865,0.6666666666666667,0.12,0.1,0.1
10,2025-11-10 00:00:00,8:15 PM,GB,PHI,Home,,8,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.06666666666666667,,0.0,0.0,0.0,0.644729178800233,1,-0.17719671126776543,0.04560657746446917,0.6666666666666667,0.12,0.1,0.1
11,2025-11-16 00:00:00,1:00 PM,GB,NYG,Away,,5,False,False,True,False,False,False,,,,0.644729178800233,,,,Low,,-205.0,,0.644729178800233,,,,,,,0.0,,,,0.5014242600730662,0.0,0.016666666666666666,,0.0,0.0,0.0,0.5324675324675325,0,0.11226164633270042,0.6245232926654009,1.0,0.12,0.1,0.1
12,2025-11-23 00:00:00,1:00 PM,GB,MIN,Home,,7,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.05,,0.0,0.0,0.0,0.5324675324675325,0,0.0,0.4,1.0,0.12,0.1,0.1
13,2025-11-27 00:00:00,1:00 PM,GB,DET,Away,Thanksgiving,4,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.0,,0.0,0.0,-0.03,0.5324675324675325,0,-0.032467532467532534,0.33506493506493495,1.0,0.12,0.1,0.1
14,2025-12-07 00:00:00,1:00 PM,GB,CHI,Home,,10,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.1,,0.0,0.0,0.0,0.5,0,0.032467532467532534,0.4649350649350651,1.0,0.12,0.1,0.1
15,2025-12-14 00:00:00,4:25 PM,GB,DEN,Away,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.0,0.05,,0.0,0.0,0.0,0.5,0,-0.03246753246753248,0.33506493506493507,1.0,0.12,0.1,0.1
16,2025-12-20 00:00:00,1:00 PM,GB,CHI,Away,,5,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.016666666666666666,,0.0,0.0,0.0,0.5,0,0.0,0.4,1.0,0.12,0.1,0.1
17,2025-12-28 00:00:00,1:00 PM,GB,BAL,Home,,8,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.06666666666666667,,0.0,0.0,0.0,0.5,0,-0.03246753246753248,0.33506493506493507,1.0,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,GB,MIN,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,4:25 PM,HOU,LAR,Away,,7,False,False,True,False,False,False,,,,0.4425113464447806,,,,Low,,120.0,,0.4425113464447806,,,,,,,0.0,,,,0.20728923119240814,0.0,0.05,,0.0,0.0,0.0,0.6574752261956054,5,-0.21496387975082482,0.0,0.0,0.0,0.0,0.0
2,2025-09-15 00:00:00,7:00 PM,HOU,TB,Home,,8,False,False,True,False,False,False,,,,0.5427435387673957,,,,Low,,-130.0,,0.5427435387673957,,,,,,,0.0,,,,0.3530815109343937,0.1,0.06666666666666667,,0.0,0.0,0.0,0.6574752261956054,5,-0.11473168742820972,0.1705366251435806,0.0,0.10232197508614835,0.0852683125717903,0.0852683125717903
3,2025-09-21 00:00:00,1:00 PM,HOU,JAX,Away,,5,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.016666666666666666,,0.0,0.0,0.0,0.6574752261956054,5,-0.1574752261956054,0.08504954760878924,0.0,0.05102972856527355,0.04252477380439462,0.04252477380439462
4,2025-09-28 00:00:00,1:00 PM,HOU,TEN,Home,,7,False,False,True,False,False,False,,,,0.593369754159424,,,,Low,,-162.0,,0.593369754159424,,,,,,,0.0,,,,0.4267196424137075,0.1,0.05,,0.0,0.0,0.0,0.6574752261956054,4,-0.06410547203618144,0.27178905592763714,0.0,0.12,0.1,0.1
5,2025-10-05 00:00:00,1:00 PM,HOU,BAL,Away,,7,False,False,True,False,False,False,,,,0.2491874322860238,,,,Low,,285.0,,0.2491874322860238,,,,,,,0.0,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.6574752261956054,4,-0.4082877939095816,0.0,0.0,0.0,0.0,0.0
7,2025-10-20 00:00:00,10:00 PM,HOU,SEA,Away,,14,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.0,0.1,,0.0,0.0,0.0,0.6574752261956054,4,-0.18994275866313787,0.020114482673724288,0.0,0.012068689604234573,0.010057241336862144,0.010057241336862144
8,2025-10-26 00:00:00,1:00 PM,HOU,SF,Home,,5,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.016666666666666666,,0.0,0.0,0.0,0.6574752261956054,4,-0.18994275866313787,0.020114482673724288,0.0,0.012068689604234573,0.010057241336862144,0.010057241336862144
9,2025-11-02 00:00:00,1:00 PM,HOU,DEN,Home,,7,False,False,True,False,False,False,,,,0.4782608695652174,,,,Low,,100.0,,0.4782608695652174,,,,,,,0.0,,,,0.2592885375494071,0.1,0.05,,0.0,0.0,0.0,0.6574752261956054,4,-0.17921435663038798,0.041571286739224056,0.0,0.02494277204353443,0.020785643369612028,0.020785643369612028
10,2025-11-09 00:00:00,1:00 PM,HOU,JAX,Home,,7,False,False,True,False,False,False,,,,0.6224665518611737,,,,Low,,-185.0,,0.6224665518611737,,,,,,,0.0,,,,0.46904225725261633,0.1,0.05,,0.0,0.0,0.0,0.6574752261956054,3,-0.035008674334431666,0.3299826513311367,0.0,0.12,0.1,0.1
11,2025-11-16 00:00:00,1:00 PM,HOU,TEN,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.6574752261956054,3,-0.1574752261956054,0.08504954760878924,0.0,0.05102972856527355,0.04252477380439462,0.04252477380439462
12,2025-11-20 00:00:00,8:15 PM,HOU,BUF,Home,,4,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.1,0.0,,0.0,0.0,0.0,0.6574752261956054,3,-0.279941778056779,0.0,0.0,0.0,0.0,0.0
13,2025-11-30 00:00:00,1:00 PM,HOU,IND,Away,,9,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.08333333333333334,,0.0,0.0,0.0,0.6574752261956054,3,-0.1574752261956054,0.08504954760878924,0.0,0.05102972856527355,0.04252477380439462,0.04252477380439462
14,2025-12-07 00:00:00,8:20 PM,HOU,KC,Away,,7,False,False,True,False,False,False,,,,0.2949668357393679,,,,Low,,225.0,,0.2949668357393679,,,,,,,0.0,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.6574752261956054,3,-0.3625083904562375,0.0,0.0,0.0,0.0,0.0
15,2025-12-14 00:00:00,1:00 PM,HOU,ARI,Home,,6,False,False,True,False,False,False,,,,0.551441114716549,,,,Low,,-135.0,,0.551441114716549,,,,,,,0.0,,,,0.36573253049679855,0.1,0.03333333333333333,,0.0,0.0,0.0,0.6574752261956054,2,-0.10603411147905639,0.18793177704188724,0.33333333333333337,0.12,0.1,0.1
16,2025-12-21 00:00:00,4:25 PM,HOU,LV,Home,,7,False,False,True,False,False,False,,,,0.6574752261956054,,,,Low,,-218.0,,0.6574752261956054,,,,,,,0.0,,,,0.519963965375426,0.1,0.05,,0.0,0.0,0.0,0.6574752261956054,1,0.0,0.4,0.6666666666666667,0.12,0.1,0.1
17,2025-12-28 00:00:00,1:00 PM,HOU,LAC,Away,,6,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.0,0.03333333333333333,,0.0,0.0,0.0,0.6574752261956054,1,-0.279941778056779,0.0,0.6666666666666667,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,HOU,IND,Home,,7,False,False,True,False,False,False,,,,0.6574752261956054,,,,Low,,-218.0,,0.6574752261956054,,,,,,,0.0,,,,0.519963965375426,0.1,0.05,,0.0,0.0,0.0,0.0,0,0.6574752261956054,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,1:00 PM,IND,MIA,Home,,7,False,False,True,False,False,False,,,,0.5089094796863863,,,,Low,,-112.0,,0.5089094796863863,,,,,,,0.0,,,,0.3038683340892892,0.1,0.05,,0.0,0.0,0.0,0.6224665518611737,1,-0.11355707217478739,0.17288585565042525,0.6666666666666667,0.12,0.1,0.1
2,2025-09-14 00:00:00,4:05 PM,IND,DEN,Home,,7,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.1,0.05,,0.0,0.0,0.0,0.6224665518611737,1,-0.24493310372234733,0.0,0.6666666666666667,0.12,0.1,0.1
3,2025-09-21 00:00:00,1:00 PM,IND,TEN,Away,,6,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.03333333333333333,,0.0,0.0,0.0,0.6224665518611737,1,-0.12246655186117372,0.15506689627765258,0.6666666666666667,0.12,0.1,0.1
4,2025-09-28 00:00:00,4:05 PM,IND,LAR,Away,,7,False,False,True,False,False,False,,,,0.2779207411219763,,,,Low,,245.0,,0.2779207411219763,,,,,,,0.0,,,,0.0,0.0,0.05,,0.0,0.0,0.0,0.6224665518611737,1,-0.34454581073919743,0.0,0.6666666666666667,0.12,0.1,0.1
5,2025-10-05 00:00:00,1:00 PM,IND,LV,Home,,6,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.03333333333333333,,0.0,0.0,0.0,0.6224665518611737,1,-0.08999901939364119,0.22000196121271764,0.6666666666666667,0.12,0.1,0.1
6,2025-10-12 00:00:00,1:00 PM,IND,ARI,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.6224665518611737,1,-0.1549340843287062,0.09013183134258762,0.6666666666666667,0.12,0.1,0.1
7,2025-10-19 00:00:00,4:05 PM,IND,LAC,Away,,7,False,False,True,False,False,False,,,,0.3092071169459319,,,,Low,,210.0,,0.3092071169459319,,,,,,,0.0,,,,0.013392170103173676,0.0,0.05,,0.0,0.0,0.0,0.6224665518611737,1,-0.31325943491524183,0.0,0.6666666666666667,0.12,0.1,0.1
8,2025-10-26 00:00:00,4:25 PM,IND,TEN,Home,,7,False,False,True,False,False,False,,,,0.6224665518611737,,,,Low,,-185.0,,0.6224665518611737,,,,,,,0.0,,,,0.46904225725261633,0.1,0.05,,0.0,0.0,0.0,0.5260865852617197,0,0.09637996659945403,0.5927599331989081,1.0,0.12,0.1,0.1
9,2025-11-02 00:00:00,1:00 PM,IND,PIT,Away,,6,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.0,0.03333333333333333,,0.0,0.0,0.0,0.5260865852617197,0,-0.1485531371228933,0.1028937257542134,1.0,0.12,0.1,0.1
10,2025-11-09 00:00:00,9:30 AM,IND,ATL,Home,,6,False,False,True,False,False,False,,,,0.4831460674157303,,,,Low,,100.0,,0.4831460674157303,,,,,,,0.0,,,,0.26639427987742587,0.1,0.03333333333333333,,0.0,0.0,0.0,0.5260865852617197,0,-0.0429405178459894,0.3141189643080212,1.0,0.12,0.1,0.1
12,2025-11-23 00:00:00,1:00 PM,IND,KC,Away,,14,False,False,True,False,False,False,,,,0.2180936995153473,,,,Low,,340.0,,0.2180936995153473,,,,,,,0.0,,,,0.0,0.0,0.1,,0.0,0.0,0.0,0.5260865852617197,0,-0.3079928857463724,0.0,1.0,0.12,0.1,0.1
13,2025-11-30 00:00:00,1:00 PM,IND,HOU,Home,,7,False,False,True,False,False,False,,,,0.3425247738043946,,,,Low,,180.0,,0.3425247738043946,,,,,,,0.0,,,,0.06185421644275581,0.1,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.18356181145732509,0.03287637708534985,1.0,0.12,0.1,0.1
14,2025-12-07 00:00:00,1:00 PM,IND,JAX,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.026086585261719697,0.34782682947656063,1.0,0.12,0.1,0.1
15,2025-12-14 00:00:00,4:25 PM,IND,SEA,Away,,7,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.0,0.05,,0.0,0.0,0.0,0.5260865852617197,0,-0.1485531371228933,0.1028937257542134,1.0,0.12,0.1,0.1
16,2025-12-22 00:00:00,8:15 PM,IND,SF,Home,,8,False,False,True,False,False,False,,,,0.4003612281757977,,,,Low,,140.0,,0.4003612281757977,,,,,,,0.0,,,,0.14597996825570578,0.1,0.06666666666666667,,0.0,0.0,0.0,0.5260865852617197,0,-0.12572535708592197,0.14854928582815607,1.0,0.12,0.1,0.1
17,2025-12-28 00:00:00,1:00 PM,IND,JAX,Home,,5,False,False,True,False,False,False,,,,0.5260865852617197,,,,Low,,-122.0,,0.5260865852617197,,,,,,,0.0,,,,0.3288532149261378,0.1,0.016666666666666666,,0.0,0.0,0.0,0.5,0,0.026086585261719697,0.4521731705234394,1.0,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,IND,HOU,Away,,7,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.05,,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,0.12,0.1,0.1
1,2025-09-07 00:00:00,1:00 PM,JAX,CAR,Home,,7,False,False,True,False,False,False,,,,0.5863427445830597,,,,Low,,-152.0,,0.5863427445830597,,,,,,,0.0,,,,0.41649853757535954,0.1,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.058386434217173266,0.2832271315656535,0.33333333333333337,0.12,0.1,0.1
2,2025-09-14 00:00:00,1:00 PM,JAX,CIN,Away,,7,False,False,True,False,False,False,,,,0.3249687530045188,,,,Low,,195.0,,0.3249687530045188,,,,,,,0.0,,,,0.03631818618839096,0.0,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.3197604257957142,0.0,0.33333333333333337,0.12,0.1,0.1
3,2025-09-21 00:00:00,1:00 PM,JAX,HOU,Home,,7,False,False,True,False,False,False,,,,0.3775334481388264,,,,Low,,154.0,,0.3775334481388264,,,,,,,0.0,,,,0.11277592456556568,0.1,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.26719573066140656,0.0,0.33333333333333337,0.12,0.1,0.1
4,2025-09-28 00:00:00,4:05 PM,JAX,SF,Away,,7,False,False,True,False,False,False,,,,0.3249687530045188,,,,Low,,195.0,,0.3249687530045188,,,,,,,0.0,,,,0.03631818618839096,0.0,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.3197604257957142,0.0,0.33333333333333337,0.12,0.1,0.1
5,2025-10-06 00:00:00,8:15 PM,JAX,KC,Home,,8,False,False,True,False,False,False,,,,0.355270821199767,,,,Low,,170.0,,0.355270821199767,,,,,,,0.0,,,,0.08039392174511564,0.1,0.06666666666666667,,0.0,0.0,0.0,0.644729178800233,2,-0.28945835760046595,0.0,0.33333333333333337,0.12,0.1,0.1
6,2025-10-12 00:00:00,1:00 PM,JAX,SEA,Home,,5,False,False,True,False,False,False,,,,0.5324675324675325,,,,Low,,-125.0,,0.5324675324675325,,,,,,,0.0,,,,0.33813459268004736,0.1,0.016666666666666666,,0.0,0.0,0.0,0.644729178800233,2,-0.11226164633270042,0.1754767073345992,0.33333333333333337,0.12,0.1,0.1
7,2025-10-19 00:00:00,9:30 AM,JAX,LAR,Home,,6,False,False,True,False,False,False,,,,0.3650102459016394,,,,Low,,168.0,,0.3650102459016394,,,,,,,0.0,,,,0.09456035767511184,0.1,0.03333333333333333,,0.0,0.0,0.0,0.644729178800233,2,-0.27971893289859356,0.0,0.33333333333333337,0.12,0.1,0.1
9,2025-11-02 00:00:00,4:05 PM,JAX,LV,Away,,14,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.0,0.1,,0.0,0.0,0.0,0.644729178800233,2,-0.17719671126776543,0.04560657746446917,0.33333333333333337,0.12,0.1,0.1
10,2025-11-09 00:00:00,1:00 PM,JAX,HOU,Away,,6,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.03333333333333333,,0.0,0.0,0.0,0.644729178800233,2,-0.14472917880023295,0.11054164239953412,0.33333333333333337,0.12,0.1,0.1
11,2025-11-16 00:00:00,1:00 PM,JAX,LAC,Home,,7,False,False,True,False,False,False,,,,0.4675324675324675,,,,Low,,105.0,,0.4675324675324675,,,,,,,0.0,,,,0.2436835891381346,0.1,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.17719671126776543,0.04560657746446917,0.33333333333333337,0.12,0.1,0.1
12,2025-11-23 00:00:00,4:05 PM,JAX,ARI,Away,,7,False,False,True,False,False,False,,,,0.4066302458405761,,,,Low,,136.0,,0.4066302458405761,,,,,,,0.0,,,,0.15509853940447438,0.0,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.23809893295965684,0.0,0.33333333333333337,0.12,0.1,0.1
13,2025-11-30 00:00:00,1:00 PM,JAX,TEN,Away,,6,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.03333333333333333,,0.0,0.0,0.0,0.644729178800233,2,-0.14472917880023295,0.11054164239953412,0.33333333333333337,0.12,0.1,0.1
14,2025-12-07 00:00:00,1:00 PM,JAX,IND,Home,,7,False,False,True,False,False,False,,,,0.4739134147382802,,,,Low,,102.0,,0.4739134147382802,,,,,,,0.0,,,,0.2529649668920439,0.1,0.05,,0.0,0.0,0.0,0.644729178800233,2,-0.17081576406195276,0.05836847187609451,0.33333333333333337,0.12,0.1,0.1
15,2025-12-14 00:00:00,1:00 PM,JAX,NYJ,Home,,7,False,False,True,False,False,False,,,,0.644729178800233,,,,Low,,-205.0,,0.644729178800233,,,,,,,0.0,,,,0.5014242600730662,0.1,0.05,,0.0,0.0,0.0,0.644729178800233,1,0.0,0.4,0.6666666666666667,0.12,0.1,0.1
16,2025-12-21 00:00:00,4:05 PM,JAX,DEN,Away,,7,False,False,True,False,False,False,,,,0.3249687530045188,,,,Low,,195.0,,0.3249687530045188,,,,,,,0.0,,,,0.03631818618839096,0.0,0.05,,0.0,0.0,0.0,0.644729178800233,1,-0.3197604257957142,0.0,0.6666666666666667,0.12,0.1,0.1
17,2025-12-28 00:00:00,1:00 PM,JAX,IND,Away,,6,False,False,True,False,False,False,,,,0.5,,,,Low,,,,,,,,,,,0.0,,,,0.29090909090909095,0.0,0.03333333333333333,,0.0,0.0,0.0,0.644729178800233,1,-0.14472917880023295,0.11054164239953412,0.6666666666666667,0.12,0.1,0.1
18,2026-01-04 00:00:00,1:00 PM,JAX,TEN,Home,,7,False,False,True,False,False,False,,,,0.644729178800233,,,,Low,,-205.0,,0.644729178800233,,,,,,,0.0,,,,0.5014242600730662,0.1,0.05,,0.0,0.0,0.0,0.0,0,0.644729178800233,1.0,1.0,0.12,0.1,0.1
